Text,text_english
he said perintah jokowi bagus kok jokowi orang baikmeanwhile beliau lah acak ngacak demokrasi indonesia bahkan saat pimpin nya manfaat buzzer putar balik fakta kerja nya lama perintah,"he said jokowi's command is good, jokowi is a good person, meaning while he is messing up Indonesian democracy, even when he leads it, the benefits of buzzers are turning the facts around, his work takes a long time, orders"
paham menang pilpres kita tak sangkal fakta rakyat memang ingin jalan perintah era era,understand winning the presidential election we do not deny the fact that the people really want to carry out the orders of the era
im so sorry to say this tp kalian bener bener buta bgt kalo in denial sama fakta perintah jokowi tuh jelek inc all abuse of power hes done lagi yang bilang hes great presiden bro great president my ass,"I'm so sorry to say this, but you guys are really blind if you deny the fact that Jokowi's orders are bad, including all the abuse of power he's done. Another one who said he's a great president, bro, great president, my ass."
milu bikin orang jadi buta gin iya patut aku bangun infrastruktur era perintah jokowi memang bukan main,"milu makes people blind, yes, I should build infrastructure in the era of Jokowi's orders, it's really extraordinary"
indonesia masuk dalam dark age udah sengsara tahun perintah jokowi dukung all in,Indonesia has entered the dark age and has been miserable since Jokowi ordered all-in support
tinggal selang nih jokowi megawati rekonsiliasi cipta perintah solid,Only a short time left for Jokowi Megawati to create a solid command for reconciliation
dasar data merosot demokrasi ekonomi didik sehat indonesia rupa fakta tidak dipungkiri bawah perintah jokowi lama puluh tahun sekarang kemerosatan kabar lanjut,basic data decline democracy economy educate healthy indonesia appearance facts cannot be denied under the command of jokowi long decades now decline news continues
jujur awal perintah pak jokowi kerja bagus kok appreciate that memang manusia ada sempurna kuasa buta mata mati hati nurani,"Honestly, Mr. Jokowi's initial orders were good, I appreciate that humans are perfect, have the power to be blind, have a dead heart and a conscience."
keluarga gw dukung prabowo dr pak prabowo kayak man of his words gitu beliau bilang lawan curang bla bla bla emak gw ampe ikut turun pas demo bawaslu pas lihat pak prabowo malah join perintah jokowi langsung kecewa hilang respect,"My family supports Prabowo from Pak Prabowo, like a man of his words, he says the opponent is cheating, blah blah blah, my mother even came down during the Bawaslu demonstration, when she saw Pak Prabowo, she joined Jokowi's orders and was immediately disappointed and lost respect."
emang si kalo menang they said gak ngaruh apa kehidupngawur tahun masa perintah jokowi gak sadar kali banyak atur baru nyusahin rakyat korupsi gila dibiarin liat tuh proyek jalan asal banget baru sebentar udah pecah bikin celaka,"Indeed, if they win, they say it won't affect their lives, the years under Jokowi's orders, they don't realize that there are a lot of new arrangements to make things difficult for the people, crazy corruption, let them look at the road project, it's really just a short time and it's already broken, it's going to be a disaster."
survei litbang kompas persen pilih puas perintah jokowi pilih prabowogibran,Kompas research and development survey percent choose satisfied with Jokowi's order to choose Prabowo Gibraltar
baik dapat lama perintah jokowi aku temu hilmy,"well, I got a long order from Jokowi, I met Hilmy"
orang orang pernah taukami di riau gimana baru punya tol tahun pernah kabut asap lama perintah pak jokowi,"people have known us in Riau how we just got a toll road last year there was a long period of haze, Mr Jokowi ordered"
pilih harap jokowi jalan perintah belakang layar kl tau plot twist kuasa hilang pak lurah sesuai jejak hitam rezim dulu sejarah untuk ajar tidak ulang moga aman lindung,choose hopefully jokowi will follow the orders behind the scenes if you know the plot twist the village head's power is lost according to the black trail of the previous regime history to teach not to repeat hopefully safe and protected
jokowi sosok politikus ibarat want it got it bener bener op walikota x gubernur x pilpres x pilpres sang buah hati x menang semua kalah tarik tim oposisi dalam perintah siapa gatergiur no one cant stop him again,jokowi politician figure like want it got it really op mayor x governor x presidential election x presidential election his child x win all lose pull the opposition team in whose command gaterigus no one cant stop him again
plis pdip oposisi aja gausah gabung menang biar yang kontra seru perintah jokowi semua ngikut perintah,"Please, the PDIP opposition doesn't need to join and win, so that the opposition can have fun, everyone follows Jokowi's orders"
lu yakin pdi bakal jadi opisisi menang perintah nantitim menang aja pernah ngomong mau baik komunikasi sama jokowi,"Are you sure that PDI will be the opposition to win, if the team wins, you've never said that you want to have good communication with Jokowi"
cuma jakarta on the right track kasi klo cuma tau jakarta bangun daerah pun masif jakarta layak iya ibukota negara pusat perintah konsep perata mulai era presiden jokowi itu akan lanjut,"only Jakarta is on the right track, if you only know Jakarta, regional development is also massive, Jakarta is worthy, yes, the capital city of the country, the center of the command for the leveling concept starting from the era of President Jokowi, it will continue"
perintah jalan atas tuju dpr klau salah ataukurang bener jgn salah presiden ajadpr dong kan gak bener ngawasinyaapa klau tuju anggar dapat uang dokruu selesaimikir,"the command to go to the DPR if it is wrong or not quite right, don't blame the President, the DPR is not properly supervising it, what if it is aimed at budgeting and getting money, Doc, finish thinking"
satu yang syukur hasil pilpres telah tahun hina dibully akibat sandera pdip perintah pak jokowi akhir pak sby hormat sejak benar pak jokowi buka ruang kolaborasi pak sby halang pdip,"one who is grateful for the results of the presidential election has been humiliated, bullied due to the PDIP hostage, Mr. Jokowi's order, finally Mr. SBY respects it since it is true that Mr. Jokowi opened up space for collaboration, Mr. SBY blocked the PDIP"
lihat suara masyarakat batas kalimantan baratseperti kita tahu panjang era perintah presiden jokowi bangun batas diprioritaskanyang tarik oleh suara pilpres pasang aniesmuhaimin seluruh daerah batas rendah,"see the voice of the people on the border of West Kalimantan as we know the long era of President Jokowi's order to build a border is prioritized which is drawn by the presidential election vote, Anies Muhaimin, all areas of the low border"
sekarang brewok satu asa spesial perintah apa kira kira ane curiga jokowi mau pisah dekat kubu anies kubu ganjar jokowi takut rencana gagal dua kubu benar benar satu padulangkah lihat,now beard one special hope what command do you think I suspect jokowi wants to separate from anies camp ganjar camp jokowi is afraid the plan will fail two camps are truly one step see
perintah jokowi penuh yakin selalu nyata bangun infrastruktur akan bawa manfaat rakyat benarkahsila ikut bedah buku hasil riset dampak bangun bandara yia,Jokowi's orders are full of confidence that building infrastructure will bring benefits to the people. Is it true that you will participate in the book review of the research results on the impact of building the Yia airport?
anies bisa cuma nyontek ide perintah jokowi sejak ajar,Anies could just copy the idea of ââJokowi's order from teaching
prabowo gibran lanjut perintah pak jokowi tnggu hasil resmi kpu,Prabowo Gibran continues Mr Jokowi's order to wait for the official KPU results
situasi sedang biasabiasa lampu kuning era perintah jokowikita lihat bagaimana presiden jokowi nnti ambil tindakandemi selamat negara tetap bersikekeh dinasti naik anak sbgi wapreskrn ada gelombang besar tolak hasil milu,"The situation is normal, the yellow light is the era of Jokowi's orders. Let's see how President Jokowi will take action to save the country. He is still adamant about the dynasty, elevating his son as vice president because there is a big wave of rejection of the election results."
banyak ngegas ni program emang bawa sama pak anies pak prabowo bahkan udah sempet nongol rencana jaman pak jokowi nggak kejadianakankah jadi perintah presiden lanjut,"A lot of people are saying that this program was brought by Mr. Anies, Mr. Prabowo, he even came up with Mr. Jokowi's plan, it didn't happen, will it become a further presidential order?"
akan preman kedok ormas biar kembang biak ancam masyarakat kalau dulu fpi hti bubar perintah ini justru lahir orang kata terus betul wakil anak kalau benar lawan,"will thugs disguise themselves as mass organizations so that they can spread threats to the community, if in the past FPI HTI was disbanded, this order was actually born, people say, continue to be true, represent children, if they are truly opponents"
presiden jokowi santai tanggap niat pdi juang jadi oposisi perintah datang,President Jokowi is relaxed about PDI Juang's intention to become the opposition when orders come
yg kemarin bilang jokowi libat perintah prabowo omong kosong lantik jokowi singkir lihat mereka euforia sama pak gemoy ihlas rakyat kasih uang makan k,"Those who said yesterday that Jokowi was involved in Prabowo's orders were nonsense. Inaugurating Jokowi, step aside. Look at them, they are euphoric with Mr Gemoy. The people are willing to give him money for food."
salah si joko widodo jadi menteri si iya jadi ini tau politis kotor angkat jadi menteri jokowi entah saya makin muak lihat perintah pimpin,"It's wrong that Joko Widodo became a minister, yes, so this is dirty politics, appointing Jokowi as a minister, I don't know, I'm getting sick of seeing the leader's orders"
mulai saling rebut tulangbudiman sudjatmiko sebut koalisi perintah datang tangan prabowo bukan jokowi,"start fighting over each other's bones, sudjatmiko said the coalition's orders came from prabowo's hands, not jokowi's"
waspada iya seperti rakyat akanmau adudomba innalillahi wa inna ilaihi rojiun ending perintah presiden jokowi warna situasi cekam,be careful yes like the people will want to divide and conquer innalillahi wa inna ilaihi rojiun ending president jokowi's order the color of the tense situation
